Comment,Time
"Thank you David P. Appreciate your work.  Michael is dishonest, disgusting despicable deplorable liar.  History is on our side.  Side of humanitarians.  Good shall defeat evil once again. Not one fairy tale,  evil prevail.  Corporate greed is being revealed. Look at all their families,  millions of millionaires.  Peace 👍 ✌",2022-03-25T17:39:21Z
"Let’s not lose sight of what’s really important here: ''Ketanji’s confirmation is in the bag, now we get to bask in the triggered lacrimation of as$holes, aka reactionary tears. I do have a favor to ask of them though- Stay mad about it? Loudly, please, and use lots of breath",2022-03-25T17:38:00Z
"'Descriptive definitions of what humans at that time believe.'  Things evolve, from vocabulary to living organisms. ''The P Man is one sharp individual, what kind of books do I need to read to reach that level?",2022-03-25T17:36:19Z
It looks exhausting to try to conjure up right wing arguments. They look so unsettled and defensive knowing a better point is about to smack them in the face and then they have to wiggle around that one. It would be so much easier just not being a bigot to transgender people.,2022-03-25T17:36:02Z
That lighting though.,2022-03-25T17:34:53Z
There is no such thing as a 'transgender movement.' It's every bit as mythical as the 'gay agenda.',2022-03-25T17:29:49Z
"Doctors are the only ones who need an objective definition of gender, sex, race and age as they need to know your likely anatomy, proper drugs and genetic predisposition to disease, among many other things. In nearly all other situations concerning rights, legal status. partnership status(contracts really) and basic rights, the gender definition essentially has no real relevance  If you do prescribe to a group which derives its information from an ancient script, and are not permitted to resistively question it, and deviation from that script allows the group to imprison, deny, castigate, humiliate and sentence to to eternal torture, or stone you at the edge of town, then clearly, you will have a serious lack of resolution.  Their way to resolve this, as demonstrated by Michael and gang, is to force theocracy into government and then legislate their 'rules' on everyone. Suggesting that their ancient script is incorrect.....oops forgot...not allowed.....",2022-03-25T17:28:35Z
Just say a woman can be anything they want to be.  Act like you didn't understand the question and move the goal post wherever.  These people don't want a logical answer or really anything but to show they can own you.  Screw em all,2022-03-25T17:26:12Z
'Definition of a woman is a person who is not a man'  That is terrible logic. You cannot define something by what it is not. 'Trying to define 'a woman' as someone who produces eggs is also ridiculous. My wife stopped producing eggs. Is she no longer a woman?'clown show.,2022-03-25T17:24:20Z
"It is a problem that she can't define a woman and the same goes to david, if you can't answer a simple and straight forward question then it's a problem.",2022-03-25T17:23:29Z
"I like how you called him out for the tactic of using a dumb question to try and trap you, then he proceeds to try the tactic non stop for the rest of the interview. He's so bad he couldn't even change course after getting called out for it. Stellar work sir.",2022-03-25T17:16:15Z
David is too intelligent for this talking head … it’s pointless    He will never get through,2022-03-25T17:15:24Z
This is the perfect example of why Dave doesn't like 'debating' with far-right wing conservatives. Dave gave a detailed explanation of why that question is completely irrelevant and the circumstances under which a judge would need to consider the rights of an individual's self-expression.,2022-03-25T17:15:05Z
"The right's definition is often clunky because the division has appeared so obvious that we didn't define it in law.'But what they mean is women/girls are people with bodies oriented towards gestation while men/boys are people with bodies oriented towards impregnating regardless of functionality. Intersex people are rare, but even then the majority strongly align one way or the other. Gender is not apart of their model, but they would recognize masculine or feminine personalities can be exhibited by either gender though most often align to sex. This is the steel man of the sex/gender binary.''The left doesn't and cannot define it concretely because they don't accept the sexual roles as being what defines gender but rather the individual's persistent and sincere identification with a gender which is hypothesized to be psychologically real. Sex is considered as separate from gender. So man/woman or boy/girl are gender, and I'm not sure if the left has a strong definition about sex but they tend to recognize a trans woman has male anatomy. So maybe they'd think sex is male/female and gender is man/woman but they leave lots of room for identifying intersex and nonbinary as third options or along a spectrum that is nuanced.''Both perpectives have their benifits. The right's definition is clearer, but the minority of intersex that doesn't fit are termed as abnormalities or deformed. Abnormal gender expression is also suppressed and labeled as mental illness. For those that don't fit, it is not so pleasant if therapy doesn't resolve dysphoria. The right would say that's just an ugly reality. While the left inclusive definition covers the minority with compassion when in good faith, this will run into confrontation with the majority. Only women's spaces and competitions are threatened because males in general are more dominant and aggressive but not always. It is easy to stand on either side if you or anyone you know are not suffering consequences, so neither side in good faith is acting against someone's rights but for someone's rights.",2022-03-25T17:12:26Z
I love how you handled this guy. You are right. He is a bad faith actor. Glad you busted him on it. Lol!,2022-03-25T17:08:50Z
"The guru holds a bird in his hand and asks, 'Is the bird alive or dead?'",2022-03-25T17:08:46Z
He literally had you on to argue about the definition of woman for 11 minutes and nothing else. Christ.,2022-03-25T17:08:27Z
"This guy is so rediculus, and thinks so stupidly, the obvious is to much for him, dismissing his chance to define what a woman is, well neither one of you are qualified, but we have tons of books and The bible is very specific. So let the so called progressives or the lefts, they are thinking they have the right to change the meanings of words , that have been the same for hundreds and thousands of years, cant stand these socialist twisted idiots, I try to ignore them and their crazy ideals to fit their obvious crazyness about everything from words to what is up and down to totally absurd thinking, they are dillusional, The Bible says , I shall send strong dillution to haters of the TRUTH. Well",2022-03-25T17:08:16Z
